Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
basera;baz°Ra;baser;VER;15,61;0,01;0;6;0;0;3;VER
basket;baskEt;basket;NOM;16,48;10,91;1;6;6;6;2;NOM
basons;baz§;baser;VER;15,61;0,02;0;6;0;0;2;VER
basque;bask;basque;ADJ;8,73;7,51;1;6;6;4;1;ADJ,NOM
basque;bask;basque;NOM;4,12;0,6;1;6;6;4;1;ADJ,NOM
bassas;basa;bassa;NOM;0;0;0;6;0;4;2;NOM
basses;bas;bas;ADJ;85,56;2,15;0;6;0;3;1;ADJ,NOM
basses;bas;basse;NOM;2,89;0,53;0;6;0;3;1;ADJ,NOM
basset;basE;basset;NOM;0,7;0,53;1;6;6;4;2;NOM
bassin;bas5;bassin;NOM;5,03;4,51;1;6;6;4;2;NOM
basson;bas§;basson;NOM;0,07;0,07;1;6;5;4;2;NOM
baster;baste;baster;VER;0,1;0,01;1;6;6;5;2;VER
baston;bast§;baston;NOM;1,51;1,43;1;6;6;5;2;NOM
bastos;bastOs;bastos;NOM;0,42;0,42;1;6;6;5;2;NOM
basées;baze;baser;VER;15,61;1,14;0;6;0;4;2;VER,ADJ
basées;baze;basé;ADJ;0,67;0,05;0;6;0;4;2;VER,ADJ
batave;batav;batave;ADJ;0,01;0,01;1;6;5;5;2;ADJ
bateau;bato;bateau;NOM;124,82;106,55;1;6;6;4;2;NOM
battes;bat;batte;NOM;6,87;0,48;0;6;0;3;1;NOM,VER
battes;bat;battre;VER;200,35;0,65;0;6;0;3;1;NOM,VER
battez;bate;battre;VER;200,35;7,69;0;6;0;4;2;VER
battis;bati;battre;VER;200,35;0,14;0;6;0;4;2;VER
battit;bati;battre;VER;200,35;0,36;0;6;0;4;2;VER
battra;batRa;battre;VER;200,35;2,74;0;6;0;0;2;VER
battre;batR;battre;VER;200,35;75,92;1;6;5;4;1;VER
battue;baty;battre;VER;200,35;5,87;0;6;6;4;2;VER,ADJ,NOM
battue;baty;battu;ADJ;4,45;0,68;0;6;6;4;2;VER,ADJ,NOM
battue;baty;battue;NOM;1,55;1,25;1;6;6;4;2;VER,ADJ,NOM
battus;baty;battre;VER;200,35;6,89;0;6;0;4;2;VER,ADJ,NOM
battus;baty;battu;ADJ;4,45;0,78;0;6;0;4;2;VER,ADJ,NOM
battus;baty;battu;NOM;0,44;0,04;0;6;0;4;2;VER,ADJ,NOM
battît;bati;battre;VER;200,35;0;0;6;0;4;2;VER
baudet;bodE;baudet;NOM;0,13;0,11;1;6;6;4;2;NOM
bauges;boZ;bauge;NOM;0,14;0;0;6;0;3;1;NOM
baumes;bom;baume;NOM;1,94;0,16;0;6;0;3;1;NOM
bavais;bavE;baver;VER;9,79;0,06;0;6;0;0;2;VER
bavait;bavE;baver;VER;9,79;0,39;0;6;0;0;2;VER
bavant;bav@;baver;VER;9,79;0,14;0;6;0;0;2;VER
bavard;bavaR;bavard;ADJ;4,85;2,39;1;6;6;5;2;ADJ,NOM
bavard;bavaR;bavard;NOM;1,81;1,04;1;6;6;5;2;ADJ,NOM
bavent;bav;baver;VER;9,79;0,74;0;6;0;3;1;VER
baveur;bav9R;baveur;ADJ;0,05;0,05;1;6;6;4;2;ADJ,NOM
baveur;bav9R;baveur;NOM;0,16;0,03;1;6;6;4;2;ADJ,NOM
baveux;bav2;baveux;ADJ;1,33;1,02;1;6;6;4;2;ADJ,NOM
baveux;bav2;baveux;NOM;0,22;0,22;1;6;6;4;2;ADJ,NOM
bavoir;bavwaR;bavoir;NOM;0,26;0,22;1;6;5;4;2;NOM
bavons;bav§;baver;VER;9,79;0,16;0;6;0;0;2;VER
bavure;bavyR;bavure;NOM;1,65;1,28;1;6;4;4;2;NOM
bayant;baj@;bayer;VER;0,05;0;0;6;0;4;2;VER
bayard;bajaR;bayard;NOM;0;0;1;6;5;5;2;NOM
bayons;baj§;bayer;VER;0,05;0,01;0;6;0;4;2;VER
bayous;baju;bayou;NOM;0,81;0,05;0;6;0;4;2;NOM
bazard;bazaR;bazard;NOM;0,2;0,2;1;6;6;5;2;NOM
bazars;bazaR;bazar;NOM;8,36;0,17;0;6;0;5;2;NOM
beagle;big9l;beagle;NOM;0,15;0,08;1;6;4;4;2;NOM
beaufs;bof;beauf;NOM;1,07;0,11;0;6;0;3;1;NOM
beauté;bote;beauté;NOM;72,56;68,57;1;6;5;4;2;NOM
becqué;beke;becquer;VER;0,04;0,03;0;6;0;4;2;VER
becter;bEkte;becter;VER;0,17;0,02;1;6;5;5;2;VER
bectés;bEkte;becter;VER;0,17;0;0;6;0;5;2;VER
bedeau;b2do;bedeau;NOM;0,25;0,25;1;6;4;4;2;NOM
bedons;b2d§;bedon;NOM;0,04;0;0;6;0;4;2;NOM
beeper;bip9R;beeper;NOM;0,34;0,34;1;6;4;4;2;NOM
beiges;bEZ;beige;ADJ;1,03;0,01;0;6;0;3;1;ADJ,NOM
beiges;bEZ;beige;NOM;0,27;0,03;0;6;0;3;1;ADJ,NOM
beigne;bEN;beigne;NOM;0,58;0,48;1;6;6;3;1;NOM
belges;bElZ;belge;ADJ;3,03;0,21;0;6;0;4;1;ADJ,NOM
belges;bElZ;belge;NOM;2;0,68;0;6;0;4;1;ADJ,NOM
belles;bEl;beau;ADJ;671,86;49,35;0;6;0;3;1;ADJ,NOM
belles;bEl;beau;NOM;50,85;4,76;0;6;0;3;1;ADJ,NOM
bellot;bElo;bellot;ADJ;0,01;0,01;1;6;5;4;2;ADJ
belons;b°l§;belon;NOM;0;0;0;6;0;4;2;NOM
belote;b°lOt;belote;NOM;0,26;0,26;1;6;6;4;2;NOM
beluga;belyga;beluga;ADJ;0,04;0,04;1;6;4;4;3;ADJ,NOM
beluga;belyga;beluga;NOM;0,04;0,04;1;6;4;4;3;ADJ,NOM
bennes;bEn;benne;NOM;2,38;0,27;0;6;0;3;1;NOM
benoît;b°nwa;benoît;ADJ;0,9;0,9;1;6;6;5;2;ADJ
benêts;b°nE;benêt;ADJ;0,12;0;0;6;0;4;2;ADJ,NOM
benêts;b°nE;benêt;NOM;1,3;0,1;0;6;0;4;2;ADJ,NOM
bercer;bERse;bercer;VER;4,46;1,17;1;6;6;5;2;VER
berces;bERs;berce;NOM;0,01;0;0;6;0;4;1;NOM,VER
berces;bERs;bercer;VER;4,46;0,16;0;6;0;4;1;NOM,VER
bercez;bERse;bercer;VER;4,46;0,3;0;6;0;5;2;VER
bercée;bERse;bercer;VER;4,46;0,08;0;6;0;5;2;VER
bercés;bERse;bercer;VER;4,46;0,19;0;6;0;5;2;VER
berger;bERZe;berger;NOM;11,84;8,33;1;6;6;5;2;NOM
berges;bERZ;berge;NOM;2,77;0,98;0;6;0;4;1;NOM
berlin;bERl5;berlin;NOM;0;0;1;6;6;5;2;NOM
berlue;bERly;berlue;NOM;0,3;0,3;1;6;6;5;2;NOM
bermes;bERm;berme;NOM;0,04;0,01;0;6;0;4;1;NOM
berner;bERne;berner;VER;3,56;2,04;1;6;6;5;2;VER
bernez;bERne;berner;VER;3,56;0,01;0;6;0;5;2;VER
bernée;bERne;berner;VER;3,56;0,28;0;6;0;5;2;VER
bernés;bERne;berner;VER;3,56;0,53;0;6;0;5;2;VER
bertha;bERta;bertha;NOM;0;0;1;6;6;5;2;NOM
berthe;bERt;berthe;NOM;0;0;1;6;6;4;1;NOM
besace;b°zas;besace;NOM;0,13;0,13;1;6;5;5;2;NOM
besant;b°z@;besant;NOM;0,04;0,01;1;6;5;4;2;NOM
besoin;b°zw5;besoin;NOM;771,24;758,04;1;6;5;4;2;NOM
besson;bes§;besson;NOM;0,01;0,01;1;6;4;4;2;NOM
bettes;bEt;bette;NOM;1,6;0,05;0;6;0;3;1;NOM
beuark;b2aRk;beuark;ONO;0,01;0,01;1;6;4;3;2;ONO
beugla;b2gla;beugler;VER;0,75;0;0;6;0;0;2;VER
beugle;b2gl;beugler;VER;0,75;0,21;0;6;0;0;1;VER
beuglé;b2gle;beugler;VER;0,75;0,16;0;6;0;5;2;VER
beurra;b9Ra;beurrer;VER;0,92;0;0;6;0;0;2;VER
beurre;b9R;beurre;ADJ;1,2;1,2;1;6;6;3;1;ADJ,NOM,VER
beurre;b9R;beurre;NOM;15,14;15,12;1;6;6;3;1;ADJ,NOM,VER
beurre;b9R;beurrer;VER;0,92;0,07;0;6;6;3;1;ADJ,NOM,VER
beurré;b9Re;beurrer;VER;0,92;0,3;0;6;6;4;2;VER,ADJ,NOM
beurré;b9Re;beurré;ADJ;0,88;0,43;1;6;6;4;2;VER,ADJ,NOM
beurré;b9Re;beurré;NOM;0,06;0,04;1;6;6;4;2;VER,ADJ,NOM
biaise;bjEz;biais;ADJ;0,04;0;0;6;0;0;1;ADJ,VER
biaise;bjEz;biaiser;VER;0,05;0;0;6;0;0;1;ADJ,VER
biaisé;bjeze;biaiser;VER;0,05;0,01;0;6;6;4;2;VER,ADJ
biaisé;bjeze;biaisé;ADJ;0,03;0,02;1;6;6;4;2;VER,ADJ
bibard;bibaR;bibard;NOM;0;0;1;6;4;4;2;NOM
bibine;bibin;bibine;NOM;0,73;0,71;1;6;5;5;2;NOM
bibite;bibit;bibite;NOM;0;0;1;6;5;5;2;NOM
bibles;bibl;bible;NOM;17,79;0,76;0;6;0;4;1;NOM
biceps;bisEps;biceps;NOM;1,62;1,62;1;6;5;5;2;NOM
bicher;biSe;bicher;VER;0,27;0,02;1;6;6;4;2;VER
biches;biS;biche;NOM;5,8;0,51;0;6;0;3;1;NOM,VER
biches;biS;bicher;VER;0,27;0,02;0;6;0;3;1;NOM,VER
bichez;biSe;bicher;VER;0,27;0,01;0;6;0;4;2;VER
bichon;biS§;bichon;NOM;0,46;0,46;1;6;6;4;2;NOM
biclou;biklu;biclou;NOM;0,01;0;1;6;4;4;2;NOM
bicots;biko;bicot;NOM;0,11;0;0;6;0;4;2;NOM
bidets;bidE;bidet;NOM;0,69;0;0;6;0;4;2;NOM
bidons;bid§;bidon;NOM;8,02;2,66;0;6;0;4;2;NOM
bidule;bidyl;bidule;NOM;1,1;0,94;1;6;4;4;2;NOM
bielle;bjEl;bielle;NOM;1,86;1,7;1;6;4;4;1;NOM
biface;bifas;biface;NOM;0;0;1;6;4;4;2;NOM
biffer;bife;biffer;VER;0,11;0,07;1;6;6;4;2;VER
biffin;bif5;biffin;NOM;0,05;0,03;1;6;5;4;2;NOM
bifide;bifid;bifide;ADJ;0,01;0,01;1;6;4;4;2;ADJ
bifton;bift§;bifton;NOM;0,64;0,16;1;6;5;5;2;NOM
bigame;bigam;bigame;ADJ;0,23;0,23;1;6;6;5;2;ADJ,NOM
bigame;bigam;bigame;NOM;0,06;0,06;1;6;6;5;2;ADJ,NOM
bigler;bigle;bigler;VER;0;0;1;6;6;5;2;VER
bigles;bigl;bigle;ADJ;0;0;0;6;0;4;1;ADJ,NOM
bigles;bigl;bigle;NOM;0;0;0;6;0;4;1;ADJ,NOM
biglez;bigle;bigler;VER;0;0;0;6;0;5;2;VER
biglée;bigle;bigler;VER;0;0;0;6;0;5;2;VER
biglés;bigle;bigler;VER;0;0;0;6;0;5;2;VER
bignon;biN§;bignon;NOM;0;0;1;6;6;4;2;NOM
bigote;bigOt;bigot;ADJ;0,2;0;0;6;0;0;2;ADJ,NOM
bigote;bigOt;bigot;NOM;0,5;0,34;0;6;0;0;2;ADJ,NOM
bigots;bigo;bigot;ADJ;0,2;0,03;0;6;0;4;2;ADJ,NOM
bigots;bigo;bigot;NOM;0,5;0,06;0;6;0;4;2;ADJ,NOM
bijoux;biZu;bijoux;NOM;20,64;20,64;1;6;6;4;2;NOM
bikini;bikini;bikini;NOM;2,98;2,34;1;6;3;4;3;NOM
bilais;bilE;biler;VER;2,95;0,01;0;6;0;0;2;VER
bilait;bilE;biler;VER;2,95;0;0;6;0;0;2;VER
bilans;bil@;bilan;NOM;6,13;0,5;0;6;0;4;2;NOM
bileux;bil2;bileux;ADJ;0,01;0,01;1;6;5;4;2;ADJ
biller;bije;biller;VER;0,07;0,04;1;6;6;4;2;VER
billes;bij;bille;NOM;5,21;2,7;0;6;0;3;1;NOM
billet;bijE;billet;NOM;83,87;41,47;1;6;6;4;2;NOM
billon;bij§;billon;NOM;0;0;1;6;6;4;2;NOM
billot;bijo;billot;NOM;0,69;0,68;1;6;6;4;2;NOM
binait;binE;biner;VER;0,33;0;0;6;0;0;2;VER
binant;bin@;biner;VER;0,33;0;0;6;0;0;2;VER
biniou;binju;biniou;NOM;0,29;0,29;1;6;4;4;2;NOM
bintje;bintS;bintje;NOM;0;0;1;6;4;4;1;NOM
binôme;binom;binôme;NOM;0,27;0,2;1;6;4;5;2;NOM
bipais;bipE;biper;VER;4,07;0,01;0;6;0;0;2;VER
biplan;bipl@;biplan;ADJ;0;0;1;6;6;5;2;ADJ,NOM
biplan;bipl@;biplan;NOM;0,32;0,32;1;6;6;5;2;ADJ,NOM
bipède;bipEd;bipède;ADJ;0,56;0,45;1;6;4;4;2;ADJ,NOM
bipède;bipEd;bipède;NOM;0,78;0,58;1;6;4;4;2;ADJ,NOM
biques;bik;bique;NOM;0,94;0,38;0;6;0;3;1;NOM
biquet;bikE;biquet;NOM;0,54;0,54;1;6;6;4;2;NOM
birbes;biRb;birbe;NOM;0,02;0,02;0;6;0;4;1;NOM
biribi;biRibi;biribi;NOM;0;0;1;6;4;4;3;NOM
birman;biRm@;birman;ADJ;0,36;0,16;1;6;4;4;2;ADJ,NOM
birman;biRm@;birman;NOM;0,29;0,03;1;6;4;4;2;ADJ,NOM
biseau;bizo;biseau;NOM;0,02;0,02;1;6;6;4;2;NOM
bisets;bizE;biset;NOM;0;0;0;6;0;0;2;NOM
bishop;biSOp;bishop;NOM;0,02;0,02;1;6;4;5;2;NOM
bisons;biz§;bison;NOM;2,65;1,16;0;6;0;4;2;NOM
bisous;bizu;bisou;NOM;18,4;4,4;0;6;0;4;2;NOM
bisque;bisk;bisque;NOM;0,41;0,41;1;6;6;4;1;NOM,VER
bisque;bisk;bisquer;VER;0,17;0,16;0;6;6;4;1;NOM,VER
bissac;bisak;bissac;NOM;0,01;0,01;1;6;5;4;2;NOM
bissel;bisEl;bissel;NOM;0,02;0,02;1;6;6;5;2;NOM
bisser;bise;bisser;VER;0,03;0,01;1;6;6;4;2;VER
bistre;bistR;bistre;ADJ;0;0;1;6;6;5;1;ADJ,NOM
bistre;bistR;bistre;NOM;0;0;1;6;6;5;1;ADJ,NOM
bistro;bistRo;bistro;NOM;0,63;0,6;1;6;6;6;2;NOM
bistré;bistRe;bistrer;VER;0;0;0;6;6;0;2;VER
bitent;bit;biter;VER;0,02;0;0;6;0;3;1;VER
bitter;bitER;bitter;NOM;0,16;0,14;1;6;6;4;2;NOM,VER
bitter;bitER;bitter;VER;0,23;0,23;1;6;6;4;2;NOM,VER
bittes;bit;bitte;NOM;0,72;0,03;0;6;0;3;1;NOM
bitume;bitym;bitume;NOM;1,12;0,99;1;6;6;5;2;NOM
bitumé;bityme;bitumer;VER;0,01;0;0;6;0;0;3;VER
biture;bityR;biture;NOM;0,12;0,09;1;6;6;5;2;NOM
bituré;bityRe;biturer;VER;0,19;0,16;0;6;0;6;3;VER
bizuth;bizy;bizuth;NOM;0,02;0,02;1;6;6;4;2;NOM
bizuts;bizy;bizut;NOM;2,3;0,25;0;6;0;4;2;NOM
bizuté;bizyte;bizuter;VER;0,14;0,04;0;6;0;6;3;VER
bières;bjER;bière;NOM;81,67;13,12;0;6;0;4;1;NOM
blabla;blabla;blabla;NOM;0,81;0,81;1;6;6;6;2;NOM
blacks;blak;black;ADJ;2,67;0,22;0;6;0;4;1;ADJ,NOM
blacks;blak;black;NOM;4,07;2,13;0;6;0;4;1;ADJ,NOM
blagua;blaga;blaguer;VER;9,41;0;0;6;0;0;2;VER
blague;blag;blague;NOM;72,63;60,33;1;6;6;4;1;NOM,VER
blague;blag;blaguer;VER;9,41;3,39;0;6;6;4;1;NOM,VER
blagué;blage;blaguer;VER;9,41;0,28;0;6;0;5;2;VER
blaire;blER;blairer;VER;1,39;0,09;0;6;0;4;1;VER
blairs;blER;blair;NOM;0,06;0,01;0;6;0;4;1;NOM
blairé;bleRe;blairer;VER;1,39;0;0;6;0;4;2;VER
blaise;blEz;blaiser;VER;0;0;0;6;0;0;1;VER
blancs;bl@;blanc;ADJ;118,74;17,46;0;6;0;3;1;ADJ,NOM
blancs;bl@;blanc;NOM;46,88;19,31;0;6;0;3;1;ADJ,NOM
blaser;blaze;blaser;VER;0,31;0,01;1;6;6;5;2;VER
blases;blaz;blase;NOM;0,12;0;0;6;0;4;1;NOM
blason;blaz§;blason;NOM;0,33;0,29;1;6;6;5;2;NOM
blasée;blaze;blaser;VER;0,31;0,04;0;6;0;5;2;VER,ADJ
blasée;blaze;blasé;ADJ;1;0,08;0;6;0;5;2;VER,ADJ
blasés;blaze;blaser;VER;0,31;0,07;0;6;0;5;2;VER,ADJ
blasés;blaze;blasé;ADJ;1;0,25;0;6;0;5;2;VER,ADJ
blatte;blat;blatte;NOM;0,86;0,41;1;6;5;4;1;NOM
blazer;blazER;blazer;NOM;0,36;0,32;1;6;6;5;2;NOM
blazes;blaz;blaze;NOM;0,53;0,05;0;6;0;4;1;NOM
blessa;blEsa;blesser;VER;103,74;0,3;0;6;0;0;2;VER
blesse;blEs;blesser;VER;103,74;9,22;0;6;0;0;1;VER
blessé;blese;blesser;VER;103,74;49,12;0;6;6;5;2;VER,ADJ,NOM
blessé;blese;blessé;ADJ;18,77;12,55;1;6;6;5;2;VER,ADJ,NOM
blessé;blese;blessé;NOM;21,88;9;1;6;6;5;2;VER,ADJ,NOM
blette;blEt;blet;ADJ;0,04;0,02;0;6;6;0;1;ADJ
bleues;bl2;bleu;ADJ;70,61;4,77;0;6;0;3;1;ADJ
bleuet;bl2E;bleuet;NOM;1,98;1,02;1;6;6;4;2;NOM
bleuie;bl2i;bleui;ADJ;0;0;0;6;0;4;2;ADJ,VER
bleuie;bl2i;bleuir;VER;0,16;0;0;6;0;4;2;ADJ,VER
bleuir;bl2iR;bleuir;VER;0,16;0;1;6;6;5;2;VER
bleuis;bl9i;bleui;ADJ;0;0;0;6;0;0;2;ADJ,VER
bleuis;bl9i;bleuir;VER;0,16;0;0;6;0;0;2;ADJ,VER
bleuit;bl9i;bleuir;VER;0,16;0,03;0;6;0;0;2;VER
bleuté;bl2te;bleuter;VER;0,02;0;0;6;6;4;2;VER,ADJ
bleuté;bl2te;bleuté;ADJ;0,46;0,07;1;6;6;4;2;VER,ADJ
bleuît;bl9i;bleuir;VER;0,16;0;0;6;0;0;2;VER
bliaut;blijo;bliaut;NOM;0;0;1;6;4;4;2;NOM
blinde;bl5d;blinde;NOM;0,12;0,1;1;6;6;4;1;NOM,VER
blinde;bl5d;blinder;VER;2,37;0,01;0;6;6;4;1;NOM,VER
blindé;bl5de;blinder;VER;2,37;1,03;0;6;6;5;2;VER,ADJ,NOM
blindé;bl5de;blindé;ADJ;3,95;1,44;1;6;6;5;2;VER,ADJ,NOM
blindé;bl5de;blindé;NOM;1,37;0,27;1;6;6;5;2;VER,ADJ,NOM
blinis;blinis;blini;NOM;0,93;0,91;0;6;0;0;2;NOM
blocks;blOk;block;NOM;1,06;0,36;0;6;0;4;1;NOM
blocus;blokys;blocus;NOM;1,43;1,43;1;6;5;5;2;NOM
blonde;bl§d;blond;ADJ;21,45;8,45;0;6;0;0;1;ADJ,NOM
blonde;bl§d;blond;NOM;22,65;14,06;0;6;0;0;1;ADJ,NOM
blondi;bl§di;blondir;VER;0,82;0,36;0;6;0;0;2;VER
blonds;bl§;blond;ADJ;21,45;3,45;0;6;0;3;1;ADJ,NOM
blonds;bl§;blond;NOM;22,65;0,44;0;6;0;3;1;ADJ,NOM
bloqua;bloka;bloquer;VER;38,62;0,02;0;6;0;0;2;VER
bloque;blOk;bloquer;VER;38,62;5,92;0;6;0;4;1;VER
bloqué;bloke;bloquer;VER;38,62;11,55;0;6;6;5;2;VER,ADJ
bloqué;bloke;bloqué;ADJ;2,73;1,47;1;6;6;5;2;VER,ADJ
blotti;bloti;blotti;ADJ;0,38;0,11;1;6;6;5;2;ADJ,VER
blotti;bloti;blottir;VER;1,7;0,22;0;6;6;5;2;ADJ,VER
blouse;bluz;blouse;NOM;5,68;5,29;1;6;6;4;1;NOM,VER
blouse;bluz;blouser;VER;0,53;0,01;0;6;6;4;1;NOM,VER
blousé;bluze;blouser;VER;0,53;0,13;0;6;0;5;2;VER
bluets;blyE;bluet;NOM;0;0;0;6;0;0;2;NOM
bluffa;bl9fa;bluffer;VER;6,3;0;0;6;0;0;2;VER
bluffe;bl9f;bluffer;VER;6,3;2,03;0;6;0;4;1;VER
bluffs;bl9f;bluff;NOM;3,02;0,02;0;6;0;4;1;NOM
bluffé;bl9fe;bluffer;VER;6,3;0,42;0;6;0;5;2;VER
bluter;blyte;bluter;VER;0;0;1;6;5;5;2;VER
blâmer;blame;blâmer;VER;9,38;4,37;1;6;6;5;2;VER
blâmes;blam;blâme;NOM;2,04;0,19;0;6;0;4;1;NOM,VER
blâmes;blam;blâmer;VER;9,38;0,19;0;6;0;4;1;NOM,VER
blâmez;blame;blâmer;VER;9,38;0,42;0;6;0;5;2;VER
blâmée;blame;blâmer;VER;9,38;0,05;0;6;0;5;2;VER
blâmés;blame;blâmer;VER;9,38;0,03;0;6;0;5;2;VER
blèche;blES;blèche;ADJ;0;0;1;6;4;4;1;ADJ
blêmes;blEm;blême;ADJ;1,48;0,31;0;6;0;4;1;ADJ
blêmir;blemiR;blêmir;VER;0,42;0,14;1;6;6;4;2;VER
blêmis;blEmi;blêmir;VER;0,42;0;0;6;0;0;2;VER
blêmit;blEmi;blêmir;VER;0,42;0,28;0;6;0;0;2;VER
bobard;bobaR;bobard;NOM;3,13;1;1;6;4;4;2;NOM
bobine;bobin;bobine;NOM;3,63;1,69;1;6;6;5;2;NOM,VER
bobine;bobin;bobiner;VER;0,01;0,01;0;6;6;5;2;NOM,VER
bobino;bobino;bobino;NOM;0;0;1;6;6;6;3;NOM
bocage;bokaZ;bocage;NOM;0,14;0,14;1;6;6;5;2;NOM
bocard;bokaR;bocard;NOM;0;0;1;6;5;5;2;NOM
bocaux;boko;bocal;NOM;3,83;1,1;0;6;0;0;2;NOM
boches;bOS;boche;ADJ;0,94;0,16;0;6;0;3;1;ADJ,NOM
boches;bOS;boche;NOM;8,63;6,38;0;6;0;3;1;ADJ,NOM
bocson;bOks§;bocson;NOM;0;0;1;6;4;5;2;NOM
bodega;bod°ga;bodega;NOM;0,65;0,63;1;6;4;5;3;NOM
boeufs;b2;boeuf;NOM;10,39;1,81;0;6;0;2;1;NOM
boggie;bogi;boggie;NOM;0,02;0,02;1;6;4;4;2;NOM
boghei;bogEj;boghei;NOM;0,02;0,02;1;6;4;4;2;NOM
boguer;boge;boguer;VER;0,16;0,01;1;6;6;4;2;VER
bogues;bOg;bogue;NOM;0,17;0,05;0;6;0;3;1;NOM
boguet;bOgE;boguet;NOM;0;0;1;6;6;4;2;NOM
bohème;boEm;bohème;ADJ;0,23;0,22;1;6;4;3;2;ADJ,NOM
bohème;boEm;bohème;NOM;2,17;2,01;1;6;4;3;2;ADJ,NOM
bohême;boEm;bohême;NOM;0;0;1;6;4;3;2;NOM
boirai;bwaRE;boire;VER;339,05;3,13;0;6;0;0;2;VER
boiras;bwaRa;boire;VER;339,05;1,14;0;6;0;0;2;VER
boirez;bwaRe;boire;VER;339,05;0,84;0;6;0;0;2;VER
boisée;bwaze;boiser;VER;0,06;0,01;0;6;0;5;2;VER,ADJ
boisée;bwaze;boisé;ADJ;0,46;0,17;0;6;0;5;2;VER,ADJ
boisés;bwaze;boiser;VER;0,06;0,01;0;6;0;5;2;VER,ADJ
boisés;bwaze;boisé;ADJ;0,46;0,02;0;6;0;5;2;VER,ADJ
boiter;bwate;boiter;VER;15,43;0,36;1;6;6;5;2;VER
boites;bwat;boiter;VER;15,43;1,63;0;6;0;4;1;VER
boitez;bwate;boiter;VER;15,43;0,1;0;6;0;5;2;VER
boives;bwav;boire;VER;339,05;0,71;0;6;0;0;1;VER
bolcho;bOlSo;bolcho;NOM;0,04;0,04;1;6;6;5;2;NOM
bolduc;bOldyk;bolduc;NOM;0;0;1;6;5;5;2;NOM
bolets;bolE;bolet;NOM;0;0;0;6;0;4;2;NOM
bolide;bolid;bolide;NOM;0,49;0,38;1;6;5;5;2;NOM
bolées;bole;bolée;NOM;0,01;0;0;6;0;4;2;NOM
boléro;boleRo;boléro;NOM;0,56;0,56;1;6;5;5;3;NOM
bombas;b§ba;bomber;VER;1,34;0;0;6;0;0;2;VER
bomber;b§be;bomber;VER;1,34;0,34;1;6;6;4;2;VER
bombes;b§b;bombe;NOM;64,39;15,7;0;6;0;3;1;NOM,VER
bombes;b§b;bomber;VER;1,34;0,04;0;6;0;3;1;NOM,VER
bombez;b§be;bomber;VER;1,34;0,08;0;6;0;4;2;VER
bombyx;b§biks;bombyx;NOM;0,12;0,12;1;6;5;5;2;NOM
bombée;b§be;bomber;VER;1,34;0,02;0;6;0;4;2;VER,ADJ
bombée;b§be;bombé;ADJ;0,3;0,03;0;6;0;4;2;VER,ADJ
bombés;b§be;bomber;VER;1,34;0;0;6;0;4;2;VER,ADJ
bombés;b§be;bombé;ADJ;0,3;0;0;6;0;4;2;VER,ADJ
bonace;bonas;bonace;NOM;0;0;1;6;5;5;2;NOM
bonard;bonaR;bonard;ADJ;0,01;0,01;1;6;5;5;2;ADJ
bonbon;b§b§;bonbon;NOM;23,45;6,89;1;6;6;4;2;NOM
bonder;b§de;bonder;VER;1,84;0,09;1;6;6;4;2;VER
bondes;b§d;bonde;NOM;0,24;0,01;0;6;0;3;1;NOM
bondir;b§diR;bondir;VER;5,1;2,11;1;6;6;5;2;VER
bondis;b§di;bondir;VER;5,1;0,34;0;6;0;0;2;VER
bondit;b§di;bondir;VER;5,1;0,81;0;6;0;0;2;VER
bondée;b§de;bonder;VER;1,84;0,33;0;6;0;4;2;VER,ADJ
bondée;b§de;bondé;ADJ;0,88;0,17;0;6;0;4;2;VER,ADJ
bondés;b§de;bonder;VER;1,84;0,17;0;6;0;4;2;VER,ADJ
bondés;b§de;bondé;ADJ;0,88;0,12;0;6;0;4;2;VER,ADJ
bondît;b§di;bondir;VER;5,1;0;0;6;0;0;2;VER
bongos;b§go;bongo;NOM;0,21;0,12;0;6;0;3;2;NOM
bonnes;bOn;bon;ADJ;1554,44;71,25;0;6;0;3;1;ADJ,NOM
bonnes;bOn;bonne;NOM;59,44;6,26;0;6;0;3;1;ADJ,NOM
bonnet;bonE;bonnet;NOM;8,37;6,62;1;6;6;4;2;NOM
bonnie;boni;bonnir;VER;6,67;6,66;0;6;0;4;2;VER
bonnir;boniR;bonnir;VER;6,67;0;1;6;6;5;2;VER
bonnis;boni;bonnir;VER;6,67;0;0;6;0;4;2;VER
bonnit;boni;bonnir;VER;6,67;0;0;6;0;4;2;VER
bonsaï;b§zaj;bonsaï;NOM;0,23;0,22;1;6;5;4;2;NOM
bontés;b§te;bonté;NOM;17,88;0,56;0;6;0;3;2;NOM
bonzaï;b§zaj;bonzaï;NOM;0,14;0,14;1;6;5;4;2;NOM
bonzes;b§z;bonze;NOM;0,91;0,03;0;6;0;3;1;NOM
boomer;bum9R;boomer;NOM;2,19;2,19;1;6;6;4;2;NOM
bordai;bORdE;border;VER;3,78;0;0;6;0;0;2;VER
bordel;bORdEl;bordel;NOM;98,77;97,84;1;6;6;6;2;NOM
border;bORde;border;VER;3,78;0,95;1;6;6;5;2;VER
bordes;bORd;border;NOM;0,02;0,02;0;6;0;0;1;NOM,VER
bordes;bORd;border;VER;3,78;0,04;0;6;0;0;1;NOM,VER
