Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
crues;kRy;croire;VER;1711,99;0;0;5;0;3;1;VER,ADJ,NOM
crues;kRy;croître;VER;4,79;0,2;0;5;0;3;1;VER,ADJ,NOM
crues;kRy;cru;ADJ;5,09;0,34;0;5;0;3;1;VER,ADJ,NOM
crues;kRy;crue;NOM;1,35;0,28;0;5;0;3;1;VER,ADJ,NOM
crâna;kRana;crâner;VER;1,37;0;0;5;0;0;2;VER
crâne;kRan;crâne;ADJ;1,43;1,19;1;5;5;4;1;ADJ,NOM,VER
crâne;kRan;crâne;NOM;28,6;26,88;1;5;5;4;1;ADJ,NOM,VER
crâne;kRan;crâner;VER;1,37;0,65;0;5;5;4;1;ADJ,NOM,VER
crâné;kRane;crâner;VER;1,37;0,02;0;5;0;5;2;VER
crème;kREm;crème;ADJ;2,46;2,46;1;5;4;4;1;ADJ,NOM
crème;kREm;crème;NOM;20,61;19,72;1;5;4;4;1;ADJ,NOM
crève;kREv;crever;VER;64,95;13,21;0;5;4;4;1;VER,NOM
crève;kREv;crève;NOM;5,79;5,75;1;5;4;4;1;VER,NOM
créai;kReE;créer;VER;85,17;0;0;5;0;0;2;VER
crécy;kResi;crécy;NOM;0,02;0,02;1;5;5;5;2;NOM
créer;kRee;créer;VER;85,17;28,15;1;5;4;4;2;VER
créez;kRee;créer;VER;85,17;0,75;0;5;0;4;2;VER
crépi;kRepi;crépi;NOM;0,14;0;1;5;5;5;2;NOM,VER
crépi;kRepi;crépir;VER;0,17;0,07;0;5;5;5;2;NOM,VER
crépu;kRepy;crépu;ADJ;0,77;0,25;1;5;5;5;2;ADJ
créât;kRea;créer;VER;85,17;0;0;5;0;0;2;VER
créée;kRee;créer;VER;85,17;4,58;0;5;0;4;2;VER
créés;kRee;créer;VER;85,17;3,16;0;5;0;4;2;VER
crêpe;kREp;crêpe;NOM;8,44;3,27;1;5;5;4;1;NOM,VER
crêpe;kREp;crêper;VER;0,27;0,04;0;5;5;4;1;NOM,VER
crêpé;kRepe;crêper;VER;0,27;0,15;0;5;5;5;2;VER
crête;kREt;crête;NOM;4,23;3,52;1;5;5;4;1;NOM
crêté;kREte;crêter;VER;0;0;0;5;5;0;2;VER
cubes;kyb;cube;NOM;2,81;1,24;0;5;0;3;1;NOM,VER
cubes;kyb;cuber;VER;0,32;0,03;0;5;0;3;1;NOM,VER
cucul;kyky;cucul;ADJ;0,57;0,57;1;5;5;4;2;ADJ
cueva;kueva;cueva;NOM;0,23;0,23;1;5;4;3;3;NOM
cuira;k8iRa;cuire;VER;21,65;0,35;0;5;0;0;2;VER
cuire;k8iR;cuire;VER;21,65;9,12;1;5;5;4;1;VER
cuirs;k8iR;cuir;NOM;14,25;0,14;0;5;0;4;1;NOM
cuise;k8iz;cuire;VER;21,65;0,32;0;5;0;0;1;VER
cuite;k8it;cuit;ADJ;8,39;2,79;0;5;5;4;1;ADJ,NOM
cuite;k8it;cuite;NOM;1,64;1,41;1;5;5;4;1;ADJ,NOM
cuits;k8i;cuire;VER;21,65;2,4;0;5;0;3;1;VER,ADJ
cuits;k8i;cuit;ADJ;8,39;0,66;0;5;0;3;1;VER,ADJ
cuité;k8ite;cuiter;VER;0,2;0,07;0;5;0;5;2;VER
culer;kyle;culer;VER;0,24;0,03;1;5;5;4;2;VER
culex;kylEks;culex;NOM;0,02;0,02;1;5;5;4;2;NOM
culot;kylo;culot;NOM;9,73;9,24;1;5;5;4;2;NOM
culte;kylt;culte;NOM;5,37;4,74;1;5;5;4;1;NOM
culée;kyle;culée;NOM;0;0;1;5;4;4;2;NOM
cumin;kym5;cumin;NOM;0,5;0,5;1;5;4;4;2;NOM
cumul;kymyl;cumul;NOM;0,02;0,02;1;5;5;5;2;NOM
curer;kyRe;curer;VER;2,25;0,8;1;5;5;4;2;VER
cures;kyR;cure;NOM;6,08;0,48;0;5;0;3;1;NOM,VER
cures;kyR;curer;VER;2,25;0,03;0;5;0;3;1;NOM,VER
curie;kyRi;curie;NOM;0,36;0,36;1;5;5;4;2;NOM
curry;kyRi;curry;NOM;1,65;1,65;1;5;5;4;2;NOM
curve;kyRv;curve;ADJ;0,09;0,09;1;5;5;4;1;ADJ
curée;kyRe;curer;VER;2,25;0;0;5;5;4;2;VER,NOM
curée;kyRe;curée;NOM;0,06;0,06;1;5;5;4;2;VER,NOM
curés;kyRe;curer;VER;2,25;0;0;5;0;4;2;VER,NOM
curés;kyRe;curé;NOM;15,73;2,08;0;5;0;4;2;VER,NOM
cutis;kyti;cuti;NOM;0,3;0;0;5;0;4;2;NOM
cuver;kyve;cuver;VER;1,1;0,51;1;5;5;4;2;VER
cuves;kyv;cuve;NOM;1,38;0,53;0;5;0;3;1;NOM
cuvée;kyve;cuver;VER;1,1;0,01;0;5;4;4;2;VER,NOM
cuvée;kyve;cuvée;NOM;0,57;0,55;1;5;4;4;2;VER,NOM
cycas;sikas;cycas;NOM;0,01;0,01;1;5;4;5;2;NOM
cycle;sikl;cycle;NOM;8,2;5,69;1;5;5;4;1;NOM
cyclo;siklo;cyclo;NOM;1,06;1,06;1;5;5;5;2;NOM
cygne;siN;cygne;NOM;7,26;5,28;1;5;3;3;1;NOM
cymes;sim;cyme;NOM;0;0;0;5;0;3;1;NOM
cynos;sino;cyno;NOM;0;0;0;5;0;4;2;NOM
czars;kzaR;czar;NOM;0;0;0;5;0;4;1;NOM
câbla;kabla;câbler;VER;0,47;0;0;5;0;0;2;VER
câble;kabl;câble;NOM;17,04;13,36;1;5;5;4;1;NOM,VER
câble;kabl;câbler;VER;0,47;0,06;0;5;5;4;1;NOM,VER
câblé;kable;câbler;VER;0,47;0,18;0;5;5;5;2;VER,ADJ
câblé;kable;câblé;ADJ;0,25;0,1;1;5;5;5;2;VER,ADJ
câlin;kal5;câlin;ADJ;1,31;0,37;1;5;5;4;2;ADJ,NOM
câlin;kal5;câlin;NOM;6,38;4,11;1;5;5;4;2;ADJ,NOM
câpre;kapR;câpre;NOM;0,31;0,11;1;5;5;4;1;NOM
cèdre;sEdR;cèdre;NOM;0,7;0,47;1;5;3;3;1;NOM
cèpes;sEp;cèpe;NOM;0,78;0,75;0;5;0;3;1;NOM
céans;se@;céans;ADV;0,32;0,32;1;5;4;3;2;ADV
céara;seaRa;céara;NOM;0,14;0,14;1;5;4;3;3;NOM
cédai;sedE;céder;VER;24,21;0;0;5;0;0;2;VER
céder;sede;céder;VER;24,21;7,17;1;5;4;4;2;VER
cédez;sede;céder;VER;24,21;1,13;0;5;0;4;2;VER
cédât;seda;céder;VER;24,21;0;0;5;0;0;2;VER
cédée;sede;céder;VER;24,21;0;0;5;0;4;2;VER
cédés;sede;céder;VER;24,21;0,13;0;5;0;4;2;VER
cégep;seZEp;cégep;NOM;0,54;0,54;1;5;4;4;2;NOM
cépée;sepe;cépée;NOM;0;0;1;5;4;4;2;NOM
césar;sezaR;césar;NOM;0,59;0,01;1;5;5;5;2;NOM
côlon;kol§;côlon;NOM;0,23;0,23;1;5;3;4;2;NOM
cônes;kon;cône;NOM;1,08;0,3;0;5;0;3;1;NOM
côtes;kot;côte;NOM;35,16;9,31;0;5;0;3;1;NOM
côtés;kote;côté;NOM;285,99;35,48;0;5;0;4;2;NOM
daces;das;dace;ADJ;0,04;0,01;0;5;0;3;1;ADJ,NOM
daces;das;dace;NOM;0;0;0;5;0;3;1;ADJ,NOM
dache;daS;dache;NOM;0;0;1;5;4;3;1;NOM
dadas;dada;dada;NOM;1,9;0,1;0;5;0;4;2;NOM
dague;dag;dague;NOM;2,46;2,19;1;5;5;3;1;NOM
dagué;dage;daguer;VER;0;0;0;5;0;0;2;VER
dahus;day;dahu;NOM;0,19;0,01;0;5;0;3;2;NOM
daims;d5;daim;NOM;1,65;0,25;0;5;0;2;1;NOM
daine;dEn;daine;NOM;0;0;1;5;4;3;1;NOM
dakin;dak5;dakin;NOM;0,03;0,03;1;5;4;4;2;NOM
dalle;dal;dalle;NOM;13;12,35;1;5;5;3;1;NOM,VER
dalle;dal;daller;VER;1,62;1,19;0;5;5;3;1;NOM,VER
dallé;dale;daller;VER;1,62;0;0;5;0;4;2;VER
damas;dama;damas;NOM;0,42;0,42;1;5;5;4;2;NOM
damer;dame;damer;VER;11,6;0,04;1;5;5;4;2;VER
dames;dam;dame;NOM;111,2;24,7;0;5;5;3;1;NOM,VER
dames;dam;damer;VER;11,6;3,44;0;5;5;3;1;NOM,VER
dames;dam;dames;NOM;0;0;1;5;5;3;1;NOM,VER
damez;dame;damer;VER;11,6;0,02;0;5;0;4;2;VER
damne;dan;damner;VER;4,46;0,14;0;5;0;3;1;VER
damné;dane;damner;VER;4,46;2,12;0;5;5;4;2;VER,ADJ,NOM
damné;dane;damné;ADJ;2,82;0,44;1;5;5;4;2;VER,ADJ,NOM
damné;dane;damné;NOM;2,57;1,2;1;5;5;4;2;VER,ADJ,NOM
damée;dame;damer;VER;11,6;0;0;5;0;4;2;VER
dandy;d@di;dandy;NOM;2,87;2,61;1;5;5;4;2;NOM
dansa;d@sa;danser;VER;137,36;0,07;0;5;0;0;2;VER
danse;d@s;danse;NOM;51,23;46,92;1;5;5;3;1;NOM,VER
danse;d@s;danser;VER;137,36;23,48;0;5;5;3;1;NOM,VER
dansé;d@se;danser;VER;137,36;5,94;0;5;0;4;2;VER
darce;daRs;darce;NOM;0,02;0,02;1;5;4;4;1;NOM
darda;daRda;darder;VER;0,16;0;0;5;0;0;2;VER
darde;daRd;darder;VER;0,16;0,03;0;5;0;0;1;VER
dards;daR;dard;NOM;1,61;0,31;0;5;0;3;1;NOM
dardé;daRde;darder;VER;0,16;0,01;0;5;0;5;2;VER
darne;daRn;darne;NOM;0;0;1;5;4;4;1;NOM
daron;daR§;daron;NOM;0,04;0,01;1;5;4;4;2;NOM
darse;daRs;darse;NOM;0;0;1;5;4;4;1;NOM
dater;date;dater;VER;16,69;1,48;1;5;5;4;2;VER
dates;dat;date;NOM;31,41;4,53;0;5;0;3;1;NOM,VER
dates;dat;dater;VER;16,69;0,14;0;5;0;3;1;NOM,VER
datez;date;dater;VER;16,69;0,04;0;5;0;4;2;VER
datif;datif;datif;NOM;0,02;0,02;1;5;4;4;2;NOM
datte;dat;datte;NOM;0,95;0,24;1;5;5;3;1;NOM
datée;date;dater;VER;16,69;0,34;0;5;0;4;2;VER
datés;date;dater;VER;16,69;0,09;0;5;0;4;2;VER
daube;dob;daube;NOM;0,99;0,98;1;5;5;3;1;NOM
daubé;dobe;dauber;VER;0,02;0,01;0;5;0;4;2;VER
deale;dil;dealer;VER;5,27;1,14;0;5;0;3;1;VER
deals;dil;deal;NOM;8,76;0,71;0;5;0;3;1;NOM
dealé;dile;dealer;VER;5,27;0,1;0;5;0;0;2;VER
decca;deka;decca;NOM;0,26;0,26;1;5;4;4;2;NOM
degré;d°gRe;degré;NOM;21,3;7,93;1;5;3;3;2;NOM
delco;dElko;delco;NOM;0,27;0,27;1;5;4;4;2;NOM
delta;dElta;delta;NOM;6,59;6,5;1;5;5;5;2;NOM
demie;d°mi;demi;ADJ;38,26;12,98;0;5;0;4;2;ADJ,NOM
demie;d°mi;demi;NOM;4,64;1,61;0;5;0;4;2;ADJ,NOM
demis;d°mi;demi;ADJ;38,26;0,02;0;5;0;4;2;ADJ,NOM
demis;d°mi;demi;NOM;4,64;0,19;0;5;0;4;2;ADJ,NOM
denim;d2nim;denim;NOM;0,04;0,04;1;5;5;3;2;NOM
dense;d@s;dense;ADJ;2,04;1,69;1;5;5;3;1;ADJ
dents;d@;dent;NOM;74,2;60,94;0;5;0;2;1;NOM
denté;d@te;denté;ADJ;0,04;0;1;5;5;4;2;ADJ
derby;dERbi;derby;NOM;0,39;0,36;1;5;4;4;2;NOM
derme;dERm;derme;NOM;0,52;0,52;1;5;5;4;1;NOM
dette;dEt;dette;NOM;26,13;12,77;1;5;3;3;1;NOM
deuil;d9j;deuil;NOM;12,24;12,21;1;5;4;3;1;NOM
devez;d°ve;devoir;VER;3232,57;150,16;0;5;0;0;2;VER
devin;d°v5;devin;NOM;1,82;1,61;1;5;5;4;2;NOM
devis;d°vi;devis;NOM;0,94;0,94;1;5;5;4;2;NOM
devon;dev§;devon;NOM;1,98;0,04;1;5;5;4;2;NOM
devra;d°vRa;devoir;VER;3232,57;22,45;0;5;0;0;2;VER
dhole;dol2;dhole;NOM;0,08;0,08;1;5;3;4;2;NOM
diams;djam;diam;NOM;0,43;0,26;0;5;0;4;1;NOM
diane;djan;diane;NOM;0,03;0,03;1;5;5;4;1;NOM
diapo;djapo;diapo;NOM;1,78;0,66;1;5;5;5;2;NOM
dicos;diko;dico;NOM;0,77;0,02;0;5;0;4;2;NOM
dicta;dikta;dicter;VER;8,42;0,11;0;5;0;5;2;VER
dicte;dikt;dicter;VER;8,42;2,78;0;5;0;0;1;VER
dicté;dikte;dicter;VER;8,42;1,22;0;5;0;5;2;VER
dieux;dj2;dieu;NOM;903,41;50,49;0;5;0;3;1;NOM
digit;diZit;digit;NOM;0,01;0,01;1;5;5;5;2;NOM
digne;diN;digne;ADJ;25,29;21,96;1;5;5;3;1;ADJ
digue;dig;digue;NOM;1,85;1,02;1;5;4;3;1;NOM
dilua;dil8a;diluer;VER;1;0;0;5;0;0;2;VER
dilue;dily;diluer;VER;1;0,28;0;5;0;0;2;VER
dilué;dil8e;diluer;VER;1;0,26;0;5;0;5;2;VER
dinar;dinaR;dinar;NOM;1,74;0,34;1;5;5;5;2;NOM
dinde;d5d;dinde;NOM;9,32;8,79;1;5;5;3;1;NOM
dingo;d5go;dingo;ADJ;0,98;0,95;1;5;5;4;2;ADJ,NOM
dingo;d5go;dingo;NOM;0,95;0,67;1;5;5;4;2;ADJ,NOM
diode;djOd;diode;NOM;0,07;0,07;1;5;5;4;1;NOM
dirai;diRE;dire;VER;5946,15;82,39;0;5;0;0;2;VER
diras;diRa;dire;VER;5946,15;22,52;0;5;0;0;2;VER
dires;diR;dire;NOM;53,88;1,94;0;5;0;3;1;NOM
direz;diRe;dire;VER;5946,15;13,72;0;5;0;0;2;VER
dirlo;diRlo;dirlo;NOM;0,4;0,4;1;5;4;4;2;NOM
disco;disko;disco;ADJ;1,77;1,76;1;5;5;5;2;ADJ,NOM
disco;disko;disco;NOM;1,81;1,79;1;5;5;5;2;ADJ,NOM
dises;diz;dire;VER;5946,15;11,41;0;5;0;0;1;VER
dispo;dispo;dispo;ADJ;0,44;0,44;1;5;5;5;2;ADJ
dites;dit;dire;VER;5946,15;311,69;0;5;0;0;1;VER,ADJ
dites;dit;dit;ADJ;21,24;10,59;0;5;0;0;1;VER,ADJ
divan;div@;divan;NOM;4,92;4,89;1;5;5;4;2;NOM
divas;diva;diva;NOM;4,16;0,56;0;5;0;4;2;NOM
divin;div5;divin;ADJ;26,55;10,01;1;5;5;4;2;ADJ
dixie;diksi;dixie;NOM;1,4;1,4;1;5;5;5;2;NOM
dixit;diksit;dixit;ADJ;0,54;0,54;1;5;5;6;2;ADJ
dièse;djEz;dièse;NOM;0,27;0,25;1;5;4;4;1;NOM,VER
dièse;djEz;diéser;VER;0,51;0,51;0;5;4;4;1;NOM,VER
diète;djEt;diète;NOM;0,42;0,42;1;5;4;4;1;NOM
djinn;dZin;djinn;NOM;0,36;0,34;1;5;4;4;1;NOM
doche;dOS;doche;NOM;0;0;1;5;4;3;1;NOM
docks;dOk;dock;NOM;3,1;2,18;0;5;0;3;1;NOM
docte;dOkt;docte;ADJ;0,17;0,17;1;5;5;4;1;ADJ,NOM
docte;dOkt;docte;NOM;0;0;1;5;5;4;1;ADJ,NOM
dodos;dodo;dodo;NOM;7,53;0,01;0;5;0;4;2;NOM
dodue;dody;dodu;ADJ;0,89;0,13;0;5;0;4;2;ADJ
dodus;dody;dodu;ADJ;0,89;0,23;0;5;0;4;2;ADJ
doges;dOZ;doge;NOM;0,53;0,11;0;5;0;3;1;NOM
dogme;dOgm;dogme;NOM;0,63;0,49;1;5;5;4;1;NOM
dogue;dOg;dogue;NOM;0,14;0,14;1;5;5;3;1;NOM
doigt;dwa;doigt;NOM;85,69;39,83;1;5;5;3;1;NOM
doive;dwav;devoir;VER;3232,57;5,5;0;5;0;0;1;VER
dolby;dOlbi;dolby;NOM;0,05;0,05;1;5;4;4;2;NOM
dolce;dOltSe;dolce;ADV;1,53;1,53;1;5;4;4;2;ADV
donna;dona;donner;VER;1209,67;6,28;0;5;0;4;2;VER
donne;dOn;donne;NOM;25,03;23,73;1;5;5;3;1;NOM,VER
donne;dOn;donner;VER;1209,67;401,06;0;5;5;3;1;NOM,VER
donné;done;donner;VER;1209,67;234,66;0;5;5;4;2;VER,ADJ,NOM
donné;done;donné;ADJ;6,79;5,32;1;5;5;4;2;VER,ADJ,NOM
donné;done;donné;NOM;1,32;1,19;1;5;5;4;2;VER,ADJ,NOM
doper;dope;doper;VER;1,33;0,35;1;5;5;4;2;VER
dopes;dOp;dope;NOM;7,47;0;0;5;0;3;1;NOM,VER
dopes;dOp;doper;VER;1,33;0,05;0;5;0;3;1;NOM,VER
dopez;dope;doper;VER;1,33;0,02;0;5;0;4;2;VER
dopée;dope;doper;VER;1,33;0,05;0;5;0;4;2;VER
dopés;dope;doper;VER;1,33;0,06;0;5;0;4;2;VER
dorer;doRe;dorer;VER;2,67;0,23;1;5;5;4;2;VER
dorme;dORm;dormir;VER;392,09;4,13;0;5;0;0;1;VER
dormi;dORmi;dormir;VER;392,09;41,25;0;5;0;0;2;VER
dorée;doRe;dorer;VER;2,67;0,46;0;5;5;4;2;VER,ADJ,NOM
dorée;doRe;doré;ADJ;7,33;2,31;0;5;5;4;2;VER,ADJ,NOM
dorée;doRe;dorée;NOM;0,36;0,2;1;5;5;4;2;VER,ADJ,NOM
dorés;doRe;dorer;VER;2,67;0,52;0;5;0;4;2;VER,ADJ
dorés;doRe;doré;ADJ;7,33;1,53;0;5;0;4;2;VER,ADJ
doser;doze;doser;VER;0,6;0,13;1;5;5;4;2;VER
doses;doz;dose;NOM;18,44;4,21;0;5;0;3;1;NOM,VER
doses;doz;doser;VER;0,6;0,17;0;5;0;3;1;NOM,VER
dosée;doze;doser;VER;0,6;0,01;0;5;0;4;2;VER
dosés;doze;doser;VER;0,6;0,03;0;5;0;4;2;VER
doter;dote;doter;VER;4,08;0,34;1;5;4;4;2;VER
dotée;dote;doter;VER;4,08;0,99;0;5;0;4;2;VER,ADJ
dotée;dote;doté;ADJ;0,2;0,15;0;5;0;4;2;VER,ADJ
dotés;dote;doter;VER;4,08;0,61;0;5;0;4;2;VER,ADJ
dotés;dote;doté;ADJ;0,2;0,01;0;5;0;4;2;VER,ADJ
douar;dwaR;douar;NOM;0;0;1;5;5;4;1;NOM
douce;dus;douce;NOM;0,01;0,01;1;5;5;3;1;NOM,ADJ
douce;dus;doux;ADJ;89,14;44,7;0;5;5;3;1;NOM,ADJ
douer;dwe;douer;VER;20,29;0;1;5;5;3;1;VER
douma;duma;douma;NOM;0,34;0,34;1;5;4;4;2;NOM
doura;duRa;doura;NOM;0;0;1;5;5;4;2;NOM
douro;duRo;douro;NOM;0;0;1;5;5;4;2;NOM
douta;duta;douter;VER;77,77;0,03;0;5;0;0;2;VER
doute;dut;doute;NOM;108,18;97,51;1;5;5;3;1;NOM,VER
doute;dut;douter;VER;77,77;37,83;0;5;5;3;1;NOM,VER
douté;dute;douter;VER;77,77;3,77;0;5;0;4;2;VER
douve;duv;douve;NOM;0,53;0,06;1;5;4;3;1;NOM
douze;duz;douze;ADJ:num;21,81;21,81;1;5;5;3;1;ADJ:num
douée;dwe;douer;VER;20,29;8,03;0;5;0;3;1;VER,ADJ
douée;dwe;doué;ADJ;12,73;4,41;0;5;0;3;1;VER,ADJ
doués;dwe;douer;VER;20,29;0,84;0;5;0;3;1;VER,ADJ
doués;dwe;doué;ADJ;12,73;1,03;0;5;0;3;1;VER,ADJ
doyen;dwaj5;doyen;NOM;3,31;3,12;1;5;5;5;2;NOM
drags;dRag;drag;NOM;0,73;0,14;0;5;0;4;1;NOM
drain;dR5;drain;NOM;1,11;0,93;1;5;5;3;1;NOM
drame;dRam;drame;NOM;14,87;13,48;1;5;5;4;1;NOM
drapa;dRapa;draper;VER;0,84;0;0;5;0;0;2;VER
drape;dRap;draper;VER;0,84;0,14;0;5;0;0;1;VER
draps;dRa;drap;NOM;19,22;15,54;0;5;0;3;1;NOM
drapé;dRape;draper;VER;0,84;0,16;0;5;5;5;2;VER,ADJ,NOM
drapé;dRape;drapé;ADJ;0,17;0,03;1;5;5;5;2;VER,ADJ,NOM
drapé;dRape;drapé;NOM;0,11;0,11;1;5;5;5;2;VER,ADJ,NOM
drave;dRav;drave;NOM;0;0;1;5;5;4;1;NOM
drift;dRift;drift;NOM;0,04;0,04;1;5;5;5;1;NOM
drill;dRil;drill;NOM;0,01;0,01;1;5;5;4;1;NOM
dring;dRiG;dring;ONO;0,32;0,32;1;5;5;4;1;ONO
drink;dR5k;drink;NOM;0,92;0,89;1;5;5;4;1;NOM
drive;dRajv;drive;NOM;1,45;1,41;1;5;5;5;1;NOM
drivé;dRajve;driver;VER;0,24;0;0;5;0;6;2;VER
droit;dRwa;droit;ADJ;77,74;38,33;1;5;5;4;1;ADJ,ADV,NOM
droit;dRwa;droit;ADV;31,48;31,48;1;5;5;4;1;ADJ,ADV,NOM
droit;dRwa;droit;NOM;207,62;175,6;1;5;5;4;1;ADJ,ADV,NOM
drome;dRom;drome;NOM;0,02;0,01;1;5;5;4;1;NOM
drone;dRon;drone;NOM;1,79;0,88;1;5;5;4;1;NOM
drope;dROp;droper;VER;0;0;0;5;0;4;1;VER
dropé;dRope;droper;VER;0;0;0;5;0;0;2;VER
dross;dROs;dross;NOM;0;0;1;5;5;4;1;NOM
drues;dRy;dru;ADJ;0,62;0;0;5;0;3;1;ADJ
drums;dR9m;drums;NOM;0,04;0,04;1;5;5;4;1;NOM
druze;dRyz;druze;ADJ;0,56;0,4;1;5;4;4;1;ADJ
drège;dREZ;drège;NOM;0,01;0,01;1;5;3;4;1;NOM
drôle;dRol;drôle;ADJ;144,48;138,46;1;5;5;4;1;ADJ,NOM
drôle;dRol;drôle;NOM;18,73;13,59;1;5;5;4;1;ADJ,NOM
ducal;dykal;ducal;ADJ;0,23;0,02;1;5;5;5;2;ADJ
ducat;dyka;ducat;NOM;1;0,2;1;5;5;4;2;NOM
duces;dutSe;duce;NOM;2,21;0;0;5;0;4;2;NOM
duché;dySe;duché;NOM;0,06;0,06;1;5;5;4;2;NOM
ducon;dyk§;ducon;NOM;6,86;6,86;1;5;4;4;2;NOM
dudit;dydit;dudit;PRE;0,16;0,16;1;5;3;3;2;PRE
duels;d8El;duel;NOM;7,54;1,37;0;5;0;4;1;NOM
dunes;dyn;dune;NOM;3,96;2,41;0;5;0;3;1;NOM
duodi;d8odi;duodi;NOM;0;0;1;5;5;5;2;NOM
duper;dype;duper;VER;4,77;1,96;1;5;5;4;2;VER
dupes;dyp;dupe;ADJ;2,71;0,34;0;5;0;3;1;ADJ,NOM,VER
dupes;dyp;dupe;NOM;1,01;0,66;0;5;0;3;1;ADJ,NOM,VER
dupes;dyp;duper;VER;4,77;0,03;0;5;0;3;1;ADJ,NOM,VER
dupez;dype;duper;VER;4,77;0,14;0;5;0;4;2;VER
dupée;dype;duper;VER;4,77;0,18;0;5;0;4;2;VER
dupés;dype;duper;VER;4,77;0,81;0;5;0;4;2;VER
durci;dyRsi;durci;ADJ;0,22;0,16;1;5;5;5;2;ADJ,VER
durci;dyRsi;durcir;VER;1,79;0,14;0;5;5;5;2;ADJ,VER
durer;dyRe;durer;VER;74,39;20,59;1;5;5;4;2;VER
dures;dyR;dur;ADJ;187,84;4,05;0;5;0;3;1;ADJ,NOM,VER
dures;dyR;dure;NOM;3,69;0,37;0;5;0;3;1;ADJ,NOM,VER
dures;dyR;durer;VER;74,39;0,02;0;5;0;3;1;ADJ,NOM,VER
durit;dyRit;durit;NOM;0,04;0,04;1;5;5;5;2;NOM
durât;dyRa;durer;VER;74,39;0;0;5;0;0;2;VER
durée;dyRe;durer;VER;74,39;0,37;0;5;4;4;2;VER,NOM
durée;dyRe;durée;NOM;6,86;6,84;1;5;4;4;2;VER,NOM
dusse;dys;devoir;VER;3232,57;0,28;0;5;0;0;1;VER
duvet;dyvE;duvet;NOM;1,7;1,58;1;5;5;4;2;NOM
dykes;dik;dyke;NOM;0,16;0;0;5;0;3;1;NOM
dynes;din;dyne;NOM;0,01;0,01;0;5;0;3;1;NOM
dèche;dES;dèche;NOM;0,39;0,38;1;5;3;3;1;NOM
dèmes;dEm;dème;NOM;0;0;0;5;0;0;1;NOM
débat;deba;débat;NOM;10,7;7,77;1;5;5;4;2;NOM,VER
débat;deba;débattre;VER;8,63;1,23;0;5;5;4;2;NOM,VER
débit;debi;débit;NOM;1,24;1,1;1;5;5;4;2;NOM
début;deby;début;NOM;114,31;109,88;1;5;5;4;2;NOM
décan;dek@;décan;NOM;0,02;0,02;1;5;5;4;2;NOM
déchu;deSy;déchoir;VER;0,92;0,51;0;5;5;4;2;VER,ADJ
déchu;deSy;déchu;ADJ;1,1;0,59;1;5;5;4;2;VER,ADJ
déché;deSe;décher;VER;0;0;0;5;0;4;2;VER
décor;dekOR;décor;NOM;8,38;6,01;1;5;5;5;2;NOM
décru;dekRy;décroître;VER;0,35;0,02;0;5;0;5;2;VER
décès;desE;décès;NOM;12,82;12,82;1;5;4;4;2;NOM
dédia;dedja;dédier;VER;8,69;0,11;0;5;0;0;2;VER
dédie;dedi;dédier;VER;8,69;1,83;0;5;0;4;2;VER
dédit;dedi;dédire;VER;0,04;0,02;0;5;5;4;2;VER,NOM
dédit;dedi;dédit;NOM;0,04;0,04;1;5;5;4;2;VER,NOM
dédié;dedje;dédier;VER;8,69;3,38;0;5;5;4;2;VER,ADJ
dédié;dedje;dédié;ADJ;0,3;0,27;1;5;5;4;2;VER,ADJ
défia;defja;défier;VER;13,49;0,04;0;5;0;0;2;VER
défie;defi;défier;VER;13,49;5,36;0;5;0;4;2;VER
défis;defi;défaire;VER;12,3;0,02;0;5;0;4;2;VER,NOM
défis;defi;défi;NOM;12,24;2,02;0;5;0;4;2;VER,NOM
défit;defi;défaire;VER;12,3;0,14;0;5;0;4;2;VER
défié;defje;défier;VER;13,49;1,19;0;5;0;5;2;VER
dégel;deZEl;dégel;NOM;0,47;0,47;1;5;5;5;2;NOM
dégât;dega;dégât;NOM;14,22;0,95;1;5;4;4;2;NOM
déité;deite;déité;NOM;0,12;0,02;1;5;4;4;3;NOM
délai;delE;délai;NOM;11,04;8,94;1;5;5;4;2;NOM
délia;delja;délier;VER;2,55;0,88;0;5;0;0;2;VER
délie;deli;délier;VER;2,55;0,68;0;5;0;4;2;VER
délit;deli;délit;NOM;13,52;11,35;1;5;5;4;2;NOM
délié;delje;délier;VER;2,55;0,14;0;5;5;4;2;VER,ADJ,NOM
délié;delje;délié;ADJ;0,04;0;1;5;5;4;2;VER,ADJ,NOM
délié;delje;délié;NOM;0,02;0,01;1;5;5;4;2;VER,ADJ,NOM
démet;demE;démettre;VER;0,84;0,04;0;5;0;0;2;VER
démis;demi;démettre;VER;0,84;0,41;0;5;5;4;2;VER,ADJ
démis;demi;démis;ADJ;0,13;0,01;1;5;5;4;2;VER,ADJ
démit;demi;démettre;VER;0,84;0,01;0;5;0;4;2;VER
démon;dem§;démon;NOM;61;39,71;1;5;5;4;2;NOM
dénia;denja;dénier;VER;0,64;0;0;5;0;0;2;VER
dénie;deni;dénier;VER;0,64;0,32;0;5;0;4;2;VER
dénis;deni;déni;NOM;0,84;0,07;0;5;0;4;2;NOM
dénié;denje;dénier;VER;0,64;0,04;0;5;0;5;2;VER
